zip_code,county_code,city,state,county_name,gender,marital_status,age,income,median_income,education_code,occupation,num_in_hhld,num_of_adults,num_of_children,child0_3,child4_6,child7_9,child10_11,child13_18,children,home_owner,dwelling_type,year_structure,median_home_value,len_of_residence,great_outdoors,sporting_life,health_fitness,luxury_life,doit_yourselfer,truck_owner,motor_cycle,sports,entertainment_enth,hobbyists,avid_readers,collectors,travel,pets,music,toys,art_craft,gardening,family,food,cars,casino_gambling,contributors,travel_business,travel_personal,travel_vacation,donor_arts_or_cultural,contributor_index,AAPPAREL,ACASHCONT,AEDUCATN,AENTRTAIN,AFOODTOTL,AGTOTALE,AHEALTH,AHOUSING,AINSPENSN,AREADING,ATRANS
53217,79,Milwaukee,WI,Milwaukee,M,M,66,O,91,2,0,5,2,3,,1,,1,,1,Y,S,2000,375,13,1,1,1,1,1,,,1,,1,1,1,1,,,,1,1,1,1,1,,1,,,1,,1,1917.44,3334.84,1425.54,3748.56,7692.5,1035.6,4782.86,21038.95,8684.57,143.82,13738.93
7853,27,Long Valley,NJ,Morris,M,M,57,N,95,2,2,6,5,1,,,,,1,1,Y,S,1980,420,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,,1,1,,1,,3,2893.23,1920.19,4671.02,3490.5,9603.95,4168.17,5222.35,29735.2,9219.01,174.93,14984.69
11937,103,East Hampton,NY,Suffolk,M,S,51,L,93,1,7,1,1,0,,,,,,,R,S,,601,8,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,2119.9,2224.84,1891.07,2720.56,7449.16,1370.36,4795.65,23499.23,7654.62,131.34,12783.14
77401,201,Bellaire,TX,Harris,M,S,32,N,144,2,36,2,2,0,,,,,,,R,S,1973,316,5,,,,,1,,,,,1,1,1,1,,,,1,1,,1,,,,,,1,,7,2172.34,2843.43,1560.2,3842.25,8607.12,1704.97,5550.75,23427.35,9667.42,114.89,16601.44
89011,3,Henderson,NV,Clark,M,S,60,N,91,3,49,6,6,0,,,,,,,Y,S,1994,403,15,1,,,1,,,,,,,1,,1,,,,,,1,,,,1,,,1,,3,1656.86,1763.97,1154.9,2958.06,7127.83,1264.48,3908.58,18208.49,6253.74,110.38,12328.71
7021,13,Essex Fells,NJ,Essex,M,M,69,O,255,1,18,4,4,0,,,,,,,Y,S,1933,999,15,,,1,1,,,,,1,1,1,,1,,1,,1,1,,1,,,1,,,1,,1,3361.4,2690.03,5321.22,4339.26,10841.28,5352.11,6474.13,33434.25,11553.19,251,18112.43
48302,125,Bloomfield Hills,MI,Oakland,M,M,74,O,159,3,8,5,5,0,,,,,,,Y,S,1966,407,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,,1,1386.74,3816.74,1454.34,3223.17,8471.25,1931.21,5851.03,18061.79,7127.65,218.6,17543.87
37934,93,Knoxville,TN,Knox,F,M,56,O,142,1,0,5,4,1,,1,,,,1,Y,S,2003,382,11,,,1,,1,,,,1,1,1,,1,,1,,,1,1,1,,,1,,,1,,4,2226.95,2185.95,1074.32,3103.9,9039.56,1964.68,5493,18078.4,8183.8,105.96,14211.2
7760,25,Rumson,NJ,Monmouth,M,S,54,O,255,4,8,4,3,1,,,,,,1,Y,S,1967,637,8,1,1,,1,,,,1,1,1,1,,1,1,1,,1,1,1,1,,,1,1,,1,,5,2827.42,1980.03,4251.57,3415.3,9584.85,3787.22,5376.13,29807.56,9381.97,179.16,15005.67
94526,13,Danville,CA,Contra Costa,M,M,52,O,255,2,3,6,4,1,,,1,,,1,Y,S,1968,0,3,1,1,1,1,,,,1,1,1,1,,1,,1,,1,1,1,1,,,,1,,1,,1,2304.68,2960.44,2135.89,3756.38,8811.26,1948.79,5289.4,26577.81,8854.15,156.41,14412.23
20878,31,Gaithersburg,MD,Montgomery,M,M,52,N,120,,0,5,2,3,,,1,1,,1,Y,S,1993,536,8,,,1,,1,,,,1,1,1,,1,,1,,1,1,1,1,,,,,,1,,3,2070.89,2379.7,1939.17,3750.76,9030.81,1162.03,5036.42,24808.36,9998.43,177.35,15211.56
95476,97,Sonoma,CA,Sonoma,M,S,59,K,85,2,0,1,1,0,,,,,,,W,S,1954,853,0,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,7,1734.99,2035.14,1386.67,2858.69,7114.08,1423.86,4464.54,21768.09,5852.94,129.5,11592.49
21601,41,Easton,MD,Talbot,M,M,43,N,83,,0,3,3,0,,,,,,,Y,S,1991,590,10,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,,,1,,1,1405.67,2397.04,1190.6,2865.95,7330.19,969.51,4963.62,18555.19,6094.18,155.05,11130.2
43054,49,New Albany,OH,Franklin,F,M,31,O,233,,0,6,5,1,,1,,,,1,Y,S,1999,680,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,4,2241.71,1994.6,2144.6,2920.58,8470.54,1448.36,4122.58,18092.24,8886.59,103.79,12745.63
92660,59,Newport Beach,CA,Orange,,,25,O,166,,0,7,6,1,,,,,,1,R,S,,999,4,1,1,1,,,,,1,,,1,1,1,,1,,1,,1,,,,1,,,1,,1,1950.29,2277.96,1645.7,3156.5,7616.81,1588.83,4590.5,23787.79,6857.87,134.54,12186.58
7733,25,Holmdel,NJ,Monmouth,F,M,66,N,140,3,49,5,5,0,,,,,,,Y,S,1983,913,15,,1,1,1,1,,,1,1,1,1,,1,1,1,,1,1,,1,,,1,,1,1,1,1,2867.82,2189.01,4344.61,3672.62,9792.17,3738.14,5651.18,30902.1,9681.33,204.93,16213.88
60047,97,Long Grove,IL,Lake,M,M,74,K,89,,0,2,2,0,,,,,,,,S,1965,276,0,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,8,2712.36,1953.04,2715.54,3119.52,8830.6,1987.88,5114.71,24115.87,8337.92,139.3,14375.95
11791,59,Syosset,NY,Nassau,M,M,28,O,229,,0,7,6,1,,,,,,1,Y,S,1967,999,15,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,1,1,,,1,,,1,,1,2618.23,2637.67,2713.8,3268.4,8549.25,1713.82,5478.57,26574.93,9853.06,151.09,14439.97
34688,103,Tarpon Springs,FL,Pinellas,F,M,60,O,101,,0,7,5,2,,,1,1,,1,Y,S,2001,483,14,1,,1,1,1,,,,1,1,1,,1,,1,,,1,1,1,1,,,,,1,,4,1633.58,1991,599.84,2771.15,7257.03,925.23,4824.39,18387.51,5848.79,98.79,13991.41
22046,59,Falls Church,VA,Fairfax,M,M,59,O,117,3,2,4,4,0,,,,,,,Y,S,2001,498,12,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,1,1,,,1,,,1,,1,2024.54,2223.68,1234.89,2888.63,7942.99,962.85,4402.79,22147.73,8146.25,119.63,15048.73
94960,41,San Anselmo,CA,Marin,F,M,60,N,118,3,17,2,2,0,,,,,,,Y,S,1949,984,5,,1,,,1,,,1,1,1,1,1,1,1,1,,,1,1,1,,,1,,,1,,2,2119.4,2444.7,1866.08,3366.81,8245.24,1594.8,4485.73,24921.17,7829.73,141.14,13227.34
94568,1,Dublin,CA,Alameda,M,S,61,L,92,3,6,3,2,1,,,,,,1,Y,S,1984,530,13,1,1,1,1,1,,,1,,1,1,,1,,,,1,1,,1,,,,,,1,,8,2464.17,2730.51,1915.55,3668.15,9196.82,1419.5,4254.48,26559.16,9477.95,133.31,14147.72
95073,87,Soquel,CA,Santa Cruz,F,S,77,E,61,1,8,2,2,0,,,,,,,Y,S,1956,689,11,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,1,,6,2111.92,2769.76,1763.2,3296.21,8057.37,1599.73,4608.58,24232.64,7749.96,138.57,12974.94
20007,1,Washington,DC,District Of Columbia,F,M,64,M,255,3,0,7,6,0,,,,,,,Y,A,1875,0,8,,,,1,,,,,,1,1,,1,,,,1,1,1,1,,,,,,1,,1,2017.18,2340.29,1227.41,3497.73,8076.04,1062.54,4502.25,21683.71,9298.12,121.8,13988.65
77030,201,Houston,TX,Harris,M,M,73,O,127,4,38,3,3,0,,,,,,,Y,S,1939,496,11,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,,7,1745.32,1692.08,821.81,2706.05,6867.15,887.71,3743,19425.86,7147.61,80.28,13863.13
7649,3,Oradell,NJ,Bergen,M,M,43,E,125,1,7,3,2,1,,,,1,,1,Y,S,1954,544,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,1,1,,1,1,,1,1,,1,,6,2707.18,2218.32,3918.6,3476.02,9230.24,3497.64,5569.4,29115.23,9724.06,185.82,15157.71
91304,37,Canoga Park,CA,Los Angeles,F,M,56,O,127,1,2,3,2,1,,,,1,,1,Y,S,1978,747,15,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,1,,3,1923.92,1950.86,1470.54,2801.92,7546.44,1234.42,3941.24,21706,6191.92,111.96,11821.77
94087,85,Sunnyvale,CA,Santa Clara,F,,46,K,133,,0,4,1,3,,1,1,,1,1,Y,S,1959,813,6,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,9,2211.91,2769.81,1752.63,3300.94,8472.24,1512.01,4514.22,24383.2,8063.98,126.82,12829.74
60521,43,Hinsdale,IL,Dupage,F,S,28,H,255,,0,0,1,0,,,,,,,,S,,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,9,2604.54,2099.59,2624.54,3006.13,8641.61,2027.91,5317.46,23785.56,7856.66,149.28,14552.49
60035,97,Highland Park,IL,Lake,M,S,41,O,255,2,31,3,1,2,,1,1,,,1,W,S,1985,726,8,,1,,,1,,1,1,1,,1,1,1,,1,,1,1,,,,,1,,,1,,8,2436.76,2194.09,1996.88,2686.91,7615.17,1580.02,5416.53,22268.54,6715.89,144.93,13460.16
98125,33,Seattle,WA,King,F,M,57,L,85,2,2,4,4,0,,,,,,,Y,S,1947,673,15,1,,1,1,1,,,,1,1,1,1,1,1,1,,1,1,,1,,,1,,,1,,5,1505.92,2080,1016.55,3494.42,7801.36,1134.59,3605.39,19364.6,5831.07,120.38,12604.97
94708,13,Kensington,CA,Contra Costa,F,M,63,O,127,2,0,4,3,1,1,,,,,1,Y,S,1939,786,15,1,,1,1,,,,,1,1,1,,1,,1,,1,1,1,1,,,1,,,1,,1,2309.66,3305.06,2011.86,3910.51,8576.82,2201.51,5755.33,27041.62,8730.12,167.57,14174.16
7762,25,Spring Lake,NJ,Monmouth,F,M,38,N,77,3,0,5,5,0,,,,,,,Y,S,1978,999,15,,1,1,1,1,,,1,1,1,1,,1,1,1,,1,1,1,1,,,1,,,1,,5,2122.87,2034.17,2653.21,3009.48,7917.74,2539.51,5522.65,25838.27,6858.96,206.46,13416.99
10570,119,Pleasantville,NY,Westchester,F,M,0,O,167,,0,8,4,1,,,,,1,1,Y,S,,632,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,,3,2550.83,2464.7,2784.87,3273.16,8584.55,1709.45,5499.21,26798.34,9951.52,152.88,14690.51
10590,119,South Salem,NY,Westchester,M,S,56,O,255,,0,0,1,0,,,,,,,Y,S,,0,6,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,8,2616.09,2531.96,2846.53,3284.02,8620.51,1790.18,5665.27,26682.25,10293.49,155.91,14882.06
85251,13,Scottsdale,AZ,Maricopa,M,S,25,O,160,,0,3,3,0,,,,,,,Y,S,1962,839,15,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1491.43,2054.8,726.5,2761.92,5787.69,783.46,3566.7,15546.78,4660.28,95.66,11725.24
60093,31,Winnetka,IL,Cook,M,M,23,O,199,,0,4,4,0,,,,,,,Y,S,1918,999,9,1,,1,1,,,,,,1,1,1,1,,1,,1,1,1,1,,,,,,1,,1,2739.53,2581.12,2703.39,3189.6,8873.72,2218.19,6048.97,25543.57,8382.36,173.7,15910.56
92653,59,Laguna Hills,CA,Orange,M,M,60,O,160,1,6,6,5,1,1,,,,,1,Y,S,,999,0,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,1,,1,2045.32,2476.82,1743.44,3159,7993.08,1529.64,4589.11,23557.18,7226,133.52,12811.76
20882,31,Gaithersburg,MD,Montgomery,M,M,64,N,117,2,0,4,3,1,,1,,,,1,Y,S,2002,452,3,,1,1,,1,,,1,,1,1,,1,,,,,1,1,1,,,,,,1,,1,1981.41,2721.75,2424.94,4142.3,9477.59,1384.1,6031.76,26272.3,10912.27,192.77,16739
8742,29,Point Pleasant Boro,NJ,Ocean,M,M,56,O,109,2,3,6,5,1,1,,,,,1,Y,S,1951,700,3,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,,1,1,,,1,1,,1,,2,2580.09,1811.13,3715.38,3180.29,8917.11,3327.48,5066.67,27919.93,8314.39,174.24,14015.65
28207,119,Charlotte,NC,Mecklenburg,F,M,28,O,113,1,16,9,6,1,,,,,,1,Y,S,1985,633,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,,,1,,1,1,,3,1906.71,2669.5,1032.15,3207.73,7433.73,1141.87,4814.68,18861.61,7865.89,113.53,12676.23
78657,299,Horseshoe Bay,TX,Llano,M,M,62,N,151,1,0,3,2,1,1,,,,,1,Y,S,1999,267,12,1,,1,,,,,1,,1,1,,1,1,,,1,1,,1,1,,1,,,1,,1,1806.67,2587.57,809.49,3347.84,6988.08,1197.75,4990.69,19482.86,6297.52,120.79,13487.39
22901,3,Charlottesville,VA,Albemarle,M,M,53,O,131,1,6,2,2,0,,,,,,,Y,S,1965,999,10,,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,,,,,1,,2,1734.55,2214.23,883.42,2390.9,6851.2,804.77,4241.19,18317.19,5841.06,109.64,12882.62
7869,27,Randolph,NJ,Morris,M,M,23,O,140,,0,3,3,0,,,,,,,Y,S,1983,637,15,1,1,1,1,,,,1,,1,1,1,1,,1,,1,1,,1,,,1,,,1,,2,2782.82,1729.57,3959.01,3227.97,9317.58,3392.66,4805.7,29286.18,8859.59,151.92,14374.91
98004,33,Bellevue,WA,King,F,M,23,O,86,,0,3,2,1,,,,,,1,Y,S,1999,663,13,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,,1,1843.58,2658.83,1206.02,4203.89,9132.71,1662.21,4062.76,22788.19,7627.29,153.66,13692.1
95677,61,Rocklin,CA,Placer,F,M,21,L,96,,0,4,3,1,,1,,,,1,Y,S,1946,429,14,1,1,1,1,,,,1,1,1,1,,1,,1,,1,,,1,,,1,,,1,,1,1823.18,1788.69,1458.23,2771.3,7238.05,1211.16,3896.11,21524.63,5948.17,112.72,11251.35
94574,55,Saint Helena,CA,Napa,F,S,67,H,66,,0,1,1,0,,,,,,,Y,S,,612,6,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,9,1831.53,2171.31,1552.4,3084.65,7322.86,1508.87,4617.73,23033.54,6418.81,133.77,11879.56
98027,33,Issaquah,WA,King,F,M,57,O,92,1,5,4,4,0,,,,,,,Y,S,1984,650,15,1,1,1,1,1,,,1,,1,1,1,1,1,,,1,1,1,1,,,1,1,,1,,7,1770.02,2855.02,1331.8,5040.66,10103.84,1569.96,4242.37,23578.47,8402.63,169,14813.32
60523,43,Oak Brook,IL,Dupage,M,M,62,O,255,,0,4,4,0,,,,,,,Y,S,1970,0,15,,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,1,,1,,1,2245.89,2638.52,1622.41,2521.25,7104.43,1507.69,5932.95,21883.14,6238.28,152.64,13970.68
60091,31,Wilmette,IL,Cook,F,M,75,O,255,,0,4,3,1,,1,,,,1,Y,A,1956,999,3,1,,1,1,,,,,1,1,1,,1,,1,,,1,,1,,,1,,,1,,1,2729.17,2480.78,2604.68,3087.89,8675.65,2148.71,5973.55,25175.57,8099.34,166.73,15207.73
92620,59,Irvine,CA,Orange,M,M,57,O,116,3,46,2,2,0,,,,,,,Y,S,1978,652,11,,1,1,,,,,1,,,1,,1,1,,,,1,1,,,,1,,,1,,3,2326.89,2746.42,1759.51,3282.13,8526.1,1333.23,3985.06,24197.28,8198.33,116.48,13184.25
91377,111,Oak Park,CA,Ventura,M,S,51,L,139,2,6,2,1,0,,,,,,1,Y,S,1997,962,3,,,,,,,,,,,1,,1,,,,,,,,,,1,,,1,,9,2266.88,2842.11,2103.26,3466.56,8746.47,1557.88,4561.56,25859.9,8543.48,142.13,14172.45
78230,29,San Antonio,TX,Bexar,F,M,61,O,146,3,2,2,2,0,,,,,,,Y,S,1982,474,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,5,1672.73,1797.47,752.94,2688.03,6587.47,931.25,3827.42,17913.62,5980.38,86.57,12759.3
11768,103,Northport,NY,Suffolk,F,M,47,N,129,3,3,3,2,0,,,,,,,Y,S,1985,724,14,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,1,,1,,8,2503.43,2784.64,2565.99,3240.92,8442.93,1752.55,5615.69,25974.15,9817.66,158.27,14638.36
92627,59,Costa Mesa,CA,Orange,M,M,38,J,68,2,31,6,5,1,,,,,,1,Y,S,1957,825,7,,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,,,1,,3,1718.64,1340.19,1224.02,2496.44,7031.71,918.87,3228.28,20443.87,5335.27,98.71,10695.85
7470,31,Wayne,NJ,Passaic,F,M,58,O,150,1,2,3,2,1,,1,,,,1,Y,S,1987,999,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,1,,1,,2,2622.22,2297.34,3640.09,3462.98,9076.97,3439.62,5693.99,28599.66,9525.16,197.06,15336.83
7670,3,Tenafly,NJ,Bergen,F,M,67,K,112,1,2,2,2,0,,,,,,,Y,S,1948,557,15,,1,,,1,,,1,1,1,1,1,1,1,1,,1,,1,1,,,1,1,,1,,1,2746.71,2125.51,3747.38,3347.48,9123.43,3218.39,5186.04,28483.59,9239.53,163.15,15012.96
98074,33,Sammamish,WA,King,M,S,0,K,160,,0,1,1,0,,,,,,,Y,S,1993,687,4,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,2,1896.96,2861.79,1638.64,6744.52,12422.53,1597.5,4287.9,25997.57,10057.99,174.54,16072.86
98040,33,Mercer Island,WA,King,F,,93,B,106,1,0,1,1,0,,,,,,,,S,1967,800,3,,,,,,,,,,1,1,,1,,,,,1,,1,,,,,,1,,1,1991.48,3619.57,1382.51,4826.58,9972.21,2352.96,4847.5,24499.25,8566.25,199.8,14550.64
90004,37,Los Angeles,CA,Los Angeles,F,M,75,O,255,,0,4,3,1,1,,,,,1,Y,S,1923,0,1,,1,,,,,,1,,1,1,1,1,,,,,1,,,,,,,,1,,1,1699.31,1463.31,1155.53,2213.86,6521.24,853.18,2869.46,18529.83,4429.67,79.44,9472.13
91360,111,Thousand Oaks,CA,Ventura,M,M,52,O,164,1,18,3,2,1,,1,,,,1,Y,S,1988,900,9,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,,1,1,,,1,,,1,,2,1958.3,2205.2,1648.84,3021.08,7702.57,1520.71,4589.2,22945.09,6625.15,127.98,12225.78
19010,91,Bryn Mawr,PA,Montgomery,F,M,62,O,253,3,2,5,5,0,,,,,,,Y,S,1950,999,15,1,1,,,,,,1,1,,1,,1,,1,,,,,,,,1,1,,1,,1,2078.21,1719.82,1741.42,3054.77,7435.47,1540.65,4345.52,17827.31,6245.06,112.75,12552.9
98112,33,Seattle,WA,King,M,M,35,K,195,,0,0,3,0,,,,,,,Y,S,1926,0,2,,,,,,,,,,,1,,1,,,,,,,,1,,1,,,1,,1,1773.56,2649.83,1229.74,4597.87,9555.22,1501.77,3990.1,23134.87,7896.65,157.55,13980.07
92064,73,Poway,CA,San Diego,M,M,24,N,101,,0,7,3,4,,,,1,1,1,Y,S,1973,444,8,1,1,1,1,,,,1,1,,1,,1,,1,,,,1,,,,1,,,1,,1,2242.55,2578.57,2042.06,3492.9,8689.63,1687.65,4949.57,25419.08,8399.63,147.12,13947.21
11790,103,Stony Brook,NY,Suffolk,F,M,63,O,153,1,2,2,2,0,,,,,,,Y,S,,995,11,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,5,2589.85,2800.66,2534.18,3281.28,8675.44,1763.36,5710.69,26559.97,9830.68,162.46,14909.78
94588,1,Pleasanton,CA,Alameda,F,S,25,O,144,,0,4,3,1,,,,1,,1,Y,S,1976,872,9,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,,,1,,1,2490.79,3121.45,2195.77,3868.72,9418.73,1690.89,4847.75,27210.09,9789.31,145.87,14986.65
94611,1,Oakland,CA,Alameda,M,M,46,O,132,3,0,2,2,0,,,,,,,Y,S,1928,761,9,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,,1,,,,1,,1,,7,2152.58,2721.71,1798.84,3423.61,8264.82,1677.23,4666.3,25201.82,8026.94,144.79,13227.75
94549,13,Lafayette,CA,Contra Costa,M,M,61,N,103,1,6,3,3,0,,,,,,,Y,S,1953,731,15,,,1,,1,,,,,1,1,,1,,,,,,,,,,1,,,1,,2,2259.49,2904.94,2048.04,3628.77,8648.27,1879.14,5144.04,26133.77,8658.16,153.64,13917.71
1982,9,South Hamilton,MA,Essex,M,M,54,N,89,,0,7,3,4,,1,,1,1,1,Y,S,2001,856,12,1,1,,,1,1,,1,,1,1,1,1,,,,1,1,1,1,1,,,,,1,,4,2102.21,2008.13,2216.32,3601.77,10053.9,2011.36,5471.56,24218.33,10040.45,165.24,14295
60521,43,Hinsdale,IL,Dupage,F,S,59,J,255,,0,2,2,0,,,,,,,Y,S,,0,12,,1,1,1,,,,1,1,1,1,1,1,,1,,1,,,1,,,,,,1,,1,2604.54,2099.59,2624.54,3006.13,8641.61,2027.91,5317.46,23785.56,7856.66,149.28,14552.49
16506,49,Erie,PA,Erie,F,M,65,K,73,,0,4,4,0,,,,,,,Y,S,1977,229,15,,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,,1,,,1,,1,1713.44,1625.59,1575.1,2767.52,7094.92,1576.12,4254.25,17209.73,5283.41,120.82,11798.3
1742,17,Concord,MA,Middlesex,F,M,51,O,127,3,6,6,5,1,,,,,1,1,Y,S,1962,662,12,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,1,,3,2103.64,2457.68,2065.08,3934.33,10168.37,2207.85,6180.77,24396.26,9985,196.24,14016.93
90638,37,La Mirada,CA,Los Angeles,M,M,61,G,88,1,31,3,3,0,,,,,,,Y,S,1958,489,15,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,,,1,1,1,1,,7,2032.48,2518.13,1638.73,3088.09,8004.14,1495.68,4782.7,23273.63,7043.95,127.54,12655.72
60514,43,Clarendon Hills,IL,Dupage,F,M,0,O,109,,0,1,1,0,,,,,,,,S,1946,581,0,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,2412.05,1758.03,2050.58,2673.66,7839.27,1527.08,4707.5,21312.81,6775.47,122.6,13040.7
92210,65,Indian Wells,CA,Riverside,M,M,68,L,78,,0,2,2,0,,,,,,,Y,S,1987,649,13,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,2,1820.82,2741.74,1460.88,3315.83,7049.59,2122.31,5722.89,23480.96,6249.3,155.06,11854.38
19348,29,Kennett Square,PA,Chester,F,S,60,O,132,2,4,3,2,1,,,,,,1,Y,S,1988,480,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,1,1,,3,2066.99,1778.51,1882.73,3163.56,7777.38,1861.51,4535.21,18308.54,6336.86,123.81,12885.56
78703,453,Austin,TX,Travis,M,M,59,O,75,2,31,4,4,0,,,,,,,Y,S,1961,531,14,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,,1,1843.42,1952.63,953.38,3078.93,7259.07,1080.1,4214.02,20792.95,8013.23,90.2,14610.35
94122,75,San Francisco,CA,San Francisco,F,S,39,K,255,,0,0,1,0,,,,,,,,S,1902,980,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,7,2279.94,2930.03,1641.4,3102.06,8101.8,1369.13,4158.94,23368.42,7682.24,114.33,12756.34
19087,29,Wayne,PA,Chester,M,M,52,O,255,2,17,3,2,1,,,,1,,1,Y,S,1969,0,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,,1,1,,1,1,,1,,6,2057.57,1691.03,1964.76,3147.38,8035.72,1831.84,4484.2,18822.13,6932.78,119.41,13355.7
32963,61,Vero Beach,FL,Indian River,M,M,54,L,255,1,0,2,2,0,,,,,,,Y,S,1951,417,15,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,2,1656.89,3321.2,613.92,2882.17,7305.15,1058.09,6079.13,18886.79,4918.26,132.01,12932.66
93940,53,Monterey,CA,Monterey,M,S,63,H,36,,0,1,1,0,,,,,,,Y,S,1925,967,2,,,,,,,,,1,,,,1,,1,,,,,,,,,,,1,,6,1742.27,2120.44,1325.2,2783.23,6951.02,1256.73,3969.52,21842.03,5895.06,116.78,10888.26
6877,1,Ridgefield,CT,Fairfield,F,M,42,O,185,,0,7,3,4,,1,1,,,1,Y,S,1977,835,6,1,1,1,1,1,,,1,,1,1,,1,1,,,1,1,1,1,,,1,,,1,,7,2480.07,2296.37,6243.06,3982.02,10534.15,2704.3,5920.85,27307.13,9956.33,162.26,14538.13
22039,59,Fairfax Station,VA,Fairfax,M,M,67,O,208,,0,7,6,1,,,,,,1,Y,S,1980,826,15,1,,1,1,,,,,,1,1,,1,,,,1,1,1,1,,,,,,1,,1,2123.51,2696.75,1587.1,3462.7,9040.2,1173.12,5408.66,25294.96,10238.47,154.85,17060.97
89451,31,Incline Village,NV,Washoe,F,,0,O,255,,0,1,1,0,,,,,,,Y,S,1982,999,2,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1901.02,2655.95,1288.83,3693.69,7679.78,1568.12,5063.36,20558.08,7503.47,151.39,12755.57
7624,3,Closter,NJ,Bergen,M,M,46,N,92,2,0,6,5,1,,,,,,1,Y,S,1900,601,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,,1,,4,2632.88,2091.94,3602.99,3288.35,8963.75,3057.03,5147.41,28316.98,9056.22,159.46,14981
23229,87,Henrico,VA,Henrico,F,M,58,N,105,,0,6,5,1,,,,,,1,Y,S,1982,405,7,,1,,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,,1,,,1,,1,1746.02,2240.49,948.66,2423.26,6906.96,843.88,4316.19,18613.23,6033.78,114,12979.17
11507,59,Albertson,NY,Nassau,F,M,49,O,187,2,0,4,3,1,,,1,,,1,Y,S,1961,881,15,1,1,,,,,,1,,,,,1,,,,,,1,,,,1,,,1,,8,2338.15,2469.88,2321.63,3107.81,8127.67,1559.72,5323.25,25157.39,8690.7,149.2,13352.34
35058,43,Cullman,AL,Cullman,M,M,29,I,49,,0,4,3,1,,1,,,,1,Y,S,2005,151,9,1,1,,,1,,,1,,1,1,,1,,,,,1,,1,1,,,,,1,,2,1262.37,2018.13,509.52,2083.44,5745.12,1403.69,3996.77,13673.32,3800.73,82.27,9759.46
91901,73,Alpine,CA,San Diego,F,M,53,N,122,1,16,5,4,1,,,,1,,1,Y,S,1900,635,8,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,2,1976.9,2153.25,1744.4,3209.15,7846.39,1546.8,4614.55,23614.36,7065.4,138.27,12579.56
