zip_code,county_code,city,state,county_name,gender,marital_status,age,income,median_income,education_code,occupation,num_in_hhld,num_of_adults,num_of_children,child0_3,child4_6,child7_9,child10_11,child13_18,children,home_owner,dwelling_type,year_structure,median_home_value,len_of_residence,great_outdoors,sporting_life,health_fitness,luxury_life,doit_yourselfer,truck_owner,motor_cycle,sports,entertainment_enth,hobbyists,avid_readers,collectors,travel,pets,music,toys,art_craft,gardening,family,food,cars,casino_gambling,contributors,travel_business,travel_personal,travel_vacation,donor_arts_or_cultural,contributor_index,AAPPAREL,ACASHCONT,AEDUCATN,AENTRTAIN,AFOODTOTL,AGTOTALE,AHEALTH,AHOUSING,AINSPENSN,AREADING,ATRANS
95403,97,Santa Rosa,CA,Sonoma,,S,49,H,255,,0,6,3,1,,,1,,,1,Y,S,,0,1,1,1,1,,1,,,1,1,1,1,,1,,1,,,1,,1,1,,1,,,1,,1,1889.77,1878.67,1461.2,2781.82,7424.31,1208.98,3930.02,21761.45,6162.38,114.56,11565.76
10506,119,Bedford,NY,Westchester,F,M,46,O,236,,0,2,2,0,,,,,,,Y,S,,999,2,,,,,1,,,,,1,1,,1,1,,,,1,1,1,,,,,,1,,7,2767.21,2784.97,3101.41,3610.54,9187.07,1894.35,5983.39,28002.63,11161.93,171.84,15429.52
20016,1,Washington,DC,District Of Columbia,M,M,70,O,244,2,39,5,4,1,,,,1,,1,Y,S,1929,999,6,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,,1,1,,1,,6,2060.5,3016.23,1375.4,3721.95,8580.47,1278.59,5460.12,22404.25,9577.67,145.44,14663.39
93117,83,Goleta,CA,Santa Barbara,M,M,57,O,255,,0,0,3,0,,,,,,,Y,S,,0,9,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1730.56,1597.39,1855.85,2535.39,6793.41,1002.82,3314.73,20925.87,5864.07,98.77,10182.16
91320,111,Newbury Park,CA,Ventura,F,M,22,O,112,,0,7,5,2,,,,,1,1,Y,S,1998,704,13,1,1,1,1,,,,1,,1,1,1,1,1,,,1,1,1,1,,,1,,,1,,1,2152.06,2322.12,1916.93,3377.42,8525.09,1524.8,4612.18,24853.3,7885.29,135.91,13496.93
18411,69,South Abington Township,PA,Lackawanna,M,M,52,M,58,,0,4,2,2,1,1,,,,1,Y,S,,221,11,,,,,,,,,1,1,,,1,,,,,,,1,,,,,,1,,2,1881.18,1752.1,1766.96,3059.26,7595.05,1806.02,4558.21,17951.43,5857.47,125.38,12710.79
93923,53,Carmel,CA,Monterey,M,,0,O,250,,0,1,1,0,,,,,,,Y,A,1955,0,8,,1,,,,,,1,,,,,1,,,,,,,,,,,,,1,,1,1703.52,2625.71,1468.72,3118.54,6892.69,1929.37,5555.99,23068.77,5968.31,147.25,11573.86
12582,27,Stormville,NY,Dutchess,F,M,62,O,88,3,4,4,4,0,,,,,,,Y,S,1978,376,8,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,1,1,,1,2438.22,2269.12,4090.38,3485.98,9100.74,2234.22,5499.99,26351.03,9717.16,146.18,14370.85
91390,37,Santa Clarita,CA,Los Angeles,M,M,41,O,255,,0,9,6,3,,1,1,1,,1,Y,S,2004,694,9,,,,1,,,,,,1,1,1,1,,,,1,1,1,1,,,1,,,1,,2,2308.11,2527.73,2362.17,3689.58,9268.16,1596.1,4907.13,26873.2,9277.68,151.91,14944.12
7722,25,Colts Neck,NJ,Monmouth,M,M,53,O,197,2,0,4,2,2,,,,1,1,1,Y,S,1969,910,15,1,1,1,,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,,1,,3,3031.77,2339.17,4797.39,3825.91,10038.23,4283.87,5934.7,31465.6,10247.15,226.38,16894.95
98144,33,Seattle,WA,King,F,,41,L,73,,0,4,3,1,,1,,,,1,Y,S,1916,547,1,,,,,,,,,,1,,1,1,1,,,1,,1,,,,,,,1,,1,1592.88,1997.02,1032.7,3707.46,8101.34,1197.99,3637.79,19868.76,5996.86,124.31,12483.76
33037,87,Key Largo,FL,Monroe,M,S,62,N,100,,0,1,1,0,,,,,,,,S,,611,10,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,7,1290.47,1548.98,517.56,2262.15,6176.86,696.17,3931.83,16163.28,4254.36,76.77,11781.53
91765,37,Diamond Bar,CA,Los Angeles,M,S,54,L,97,2,0,1,1,0,,,,,,,Y,S,1989,700,11,1,1,,,,,,1,,,1,,1,,,,,,,,1,,1,,,1,,2,2421.62,3873.19,1823.72,3460.95,8609.47,1631.39,4552.78,24572.83,8866.09,123.58,14024.07
92603,59,Irvine,CA,Orange,F,S,39,N,112,2,2,5,3,2,,,,1,,1,Y,S,1999,999,5,1,1,,1,,,,1,1,1,1,1,1,,1,,,1,,1,,,1,,,1,,3,2346.26,3048.55,1915.37,3547.76,8773.59,1569.51,4505.18,25718.68,8634.15,134.56,13744.84
98105,33,Seattle,WA,King,M,S,63,O,114,,0,2,2,0,,,,,,,Y,S,1931,998,8,,1,,1,,,,1,,1,,,1,,,,,,,1,,,1,,,1,,2,1391.22,1714.35,1451.19,3139.32,7305.17,880.06,2800.89,17785.91,5350.78,98.11,11213.35
66211,91,Leawood,KS,Johnson,F,M,41,N,117,2,30,4,2,2,1,,1,,,1,Y,S,1983,719,7,1,1,1,1,,,,1,1,1,1,,1,,1,,,,1,1,,,,1,,1,,7,1508.27,4027.31,1133.37,2507.96,6594.76,1043.08,5173.19,16489.48,6227.42,175.34,12365.47
60201,31,Evanston,IL,Cook,F,M,62,O,161,3,38,7,6,0,,,,,,,Y,S,1954,759,14,1,,1,1,,,,,,,1,,1,,,,,,,,,,1,,,1,,1,2450.5,1723.62,1916.42,2484.62,7215.97,1241.71,4543.53,19818.7,6046.76,116.59,11885.42
87122,1,Albuquerque,NM,Bernalillo,,S,19,O,113,,0,3,2,1,1,,,,,1,Y,S,1993,525,14,1,,,1,,,,,,1,1,,1,,,,,,,1,1,,1,,,1,,1,2405.26,3601.46,1550.64,4380.67,9269.97,1760.83,5610.94,24113.19,9113.8,174.67,14979.43
76132,439,Fort Worth,TX,Tarrant,M,M,44,N,85,2,18,8,3,5,,1,1,1,,1,Y,S,1983,375,9,,1,1,,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,,1,,4,1622.19,1634.95,678.79,2361.87,6187.27,817.98,3506.88,16541.83,5203.97,77.2,11671
21754,21,Ijamsville,MD,Frederick,F,M,21,O,121,,0,4,2,2,,1,,,1,1,Y,S,1992,408,15,,1,,1,,,,1,,1,1,,1,,1,,,1,,1,,,1,1,,1,,1,2011.9,3002.21,2784.92,4589.22,9737.82,1552.94,6465.41,26382.78,11342.63,245.97,16689.84
21042,27,Ellicott City,MD,Howard,F,S,85,C,136,,0,5,5,0,,,,,,,Y,S,1989,639,10,,1,1,,,,,1,1,,,,1,,1,,,,,,,,1,,,1,,1,1819.34,3032.07,2282.95,4171.25,9285.95,1409.26,6372.94,24586.05,9883.55,227.39,15173.51
90077,37,Los Angeles,CA,Los Angeles,M,M,63,K,137,,0,2,2,0,,,,,,,Y,S,1942,999,6,1,1,1,1,,,,1,1,1,1,,1,,1,,,,,1,,,1,,,1,,1,2293.16,3107.94,2131.99,3902.72,8797.21,2220.99,5902.36,27378.82,8954.13,172.25,14434.1
94506,13,Danville,CA,Contra Costa,F,M,42,N,153,2,0,3,2,1,,,1,,,1,Y,S,2007,999,4,,,1,1,1,,,,1,1,1,,1,,1,,1,1,1,1,,,1,1,,1,,6,2648.21,3765.9,2513.72,4097.43,9786.63,1990.37,5306.95,28252.48,10669.48,159.11,15709.42
11530,59,Garden City,NY,Nassau,F,S,59,K,88,2,21,7,6,0,,,,,,1,Y,S,1928,664,15,1,,,1,,,,,,,1,,1,1,,,,1,,,,,1,,,1,,1,2460.32,2751.48,2524.92,3268.46,8463.85,1730.08,5694.1,26143.67,9536.27,160.4,14592.44
91775,37,San Gabriel,CA,Los Angeles,M,S,45,G,51,2,2,1,1,0,,,,,,,Y,S,2002,466,11,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,8,2112.1,3008.68,1591.16,3085.95,7927.75,1457.51,4310,22777.5,7310.72,114.35,12435.33
11753,59,Jericho,NY,Nassau,M,M,25,O,163,,0,5,3,2,,,1,,1,1,Y,S,1957,751,15,1,1,1,1,1,,,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,1,,1,,3,2650.78,2713.3,2706.68,3342.43,8684.56,1731.78,5530.17,26832.54,10120.59,155.29,14669.12
33146,86,Coral Gables,FL,Miami-Dade,F,M,54,O,178,2,2,4,3,1,,,,,,1,Y,S,1953,744,15,1,1,1,1,1,,,1,1,1,1,,1,,1,,1,1,1,1,,,1,,,1,,7,1644.91,2049.35,707.45,2662.82,7334.7,884.58,4514.2,18589.17,6299.05,92.81,14644.35
95630,67,Folsom,CA,Sacramento,M,M,60,I,93,2,6,3,2,1,,1,,,,1,Y,S,1998,0,15,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,,,1,,,1,1,,1,,5,2107.9,2197.92,1890.79,3305.15,8449.86,1389.49,4404.87,24742.91,7895.98,134.32,13172.18
75062,113,Irving,TX,Dallas,F,M,27,L,71,,0,8,5,3,1,1,,,,1,Y,S,1975,359,4,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,,1,,1,1679.31,1600.1,765.37,2538.93,6635.36,921.61,3574.29,17323.09,5511.19,77.72,12102.58
1940,9,Lynnfield,MA,Essex,M,M,71,K,87,2,7,6,5,1,,,,,1,1,Y,S,1988,479,15,,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,,,1,,1,,2,2115.93,2344.53,2212.81,3805.95,10231.1,1988.52,5912.63,24774.97,10083.22,184.86,14514.49
90048,37,Los Angeles,CA,Los Angeles,F,,59,K,64,2,48,4,3,1,,,,,1,1,Y,S,1998,999,15,,1,1,,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,,,1,,4,1725.52,1593.46,1266.16,2723,7117.81,1103.3,3448.77,22102.52,6031.17,114.28,10555.44
92009,73,Carlsbad,CA,San Diego,M,M,59,N,103,1,2,3,2,0,,,,,,,Y,S,1985,649,12,1,1,1,1,,,,1,,1,1,,1,,,,,,,1,,,1,,,1,,1,2168.33,2342.43,1969.4,3510.99,8712.54,1614.42,4872.69,25852.17,8355.41,147.77,13998.86
92648,59,Huntington Beach,CA,Orange,F,M,58,O,90,2,14,4,4,0,,,,,,,Y,S,1976,863,14,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,,,1,1,1,1,,2,1928.18,2027.61,1504.82,3030.96,7644.82,1289.23,3996.06,23007.87,6670.75,123.11,11936.3
10528,119,Harrison,NY,Westchester,M,M,34,K,255,,0,4,2,2,1,1,,,,1,W,S,1948,689,3,1,1,,,,,,1,,,,1,1,,,,,,1,,,,,,,1,,7,2325.4,2195.83,2357.84,3071.74,8030.65,1508.17,5094.22,25373.12,8816.05,143.68,13627.61
27613,183,Raleigh,NC,Wake,M,M,0,N,144,,0,6,3,3,,,1,1,,1,Y,S,,410,2,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,1,,4,1902.2,1909.67,989.6,2852.38,7262.51,968.46,3978.74,18266.71,7411.99,88.06,12872.22
92705,59,Santa Ana,CA,Orange,F,M,64,H,156,,0,6,5,0,,,,,,,Y,S,1981,568,0,,,1,1,,,,,,1,1,,1,1,,,1,1,1,1,,,1,1,,1,,1,1965.14,2100.17,1623.5,2960.02,7734.68,1412,4384.75,22687.88,6532.43,122.04,12141.58
91765,37,Diamond Bar,CA,Los Angeles,F,,49,O,250,,0,1,1,0,,,,,,,Y,A,,0,5,,,1,,,,,,,1,1,,1,,,,,1,,1,,,,,,1,,1,2421.62,3873.19,1823.72,3460.95,8609.47,1631.39,4552.78,24572.83,8866.09,123.58,14024.07
19426,91,Collegeville,PA,Montgomery,M,M,47,N,80,2,36,5,2,3,,,1,1,,1,Y,S,2000,310,13,,1,,1,1,,,1,,1,,1,1,,,,,1,,1,,,,,,1,,4,2085.63,1500.44,2427.49,3169.21,8791.65,1991.16,4396.36,19914.54,7607.12,125.36,14261.57
90803,37,Long Beach,CA,Los Angeles,M,S,55,O,145,3,18,3,2,1,,,1,,,1,Y,S,1985,999,11,1,,1,1,,,,,,1,1,,1,,1,,,,,1,,,1,,,1,,8,1860.52,2032.14,1442.11,3019.75,7363.14,1354.51,3934.64,23204.33,6636.41,128.43,11754
78731,453,Austin,TX,Travis,,S,54,O,255,2,38,3,2,0,,,,,,1,Y,S,1976,480,15,1,1,1,,,,1,1,,,1,,1,1,,,,,,,1,,1,,,1,,1,1842.28,2403.87,982.15,3075.75,7206.02,1130.89,4539.44,20072.04,7270.07,99.14,13905.65
20854,31,Potomac,MD,Montgomery,F,M,50,O,195,3,0,4,2,2,1,,,,1,1,Y,S,1983,876,15,1,,1,1,1,,,,1,1,1,,1,,1,,1,1,1,1,,,,,,1,,3,1817.51,3319.37,2259.95,4099.75,9891.26,1419.95,6593.26,27017.12,10841.81,199.78,16010.37
92706,59,Santa Ana,CA,Orange,M,M,50,K,90,3,2,3,3,0,,,,,,,Y,S,,589,4,,1,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,4,1842.39,1618.87,1346.96,2586.3,7438.45,993.04,3578.11,20765.25,5688.34,100.16,11296.38
92835,59,Fullerton,CA,Orange,F,M,28,N,81,1,2,7,6,1,,,,,,1,Y,S,1956,693,15,1,,1,1,,,,,,1,1,1,1,,,1,1,1,1,1,,,1,,,1,,2,1956.76,2421.46,1577.06,2964.25,7649.69,1456.06,4530.71,22640.57,6593.9,119.13,11881.59
37027,187,Brentwood,TN,Williamson,M,M,57,O,255,3,44,2,2,0,,,,,,,Y,S,2005,455,7,,,,1,,,,,,1,1,,1,,,,1,1,,1,,,,,,1,,2,2148.77,1884.34,1089.66,2954.62,8623.66,1795.17,4919.79,17532.76,8046.53,94.61,13728.33
94550,1,Livermore,CA,Alameda,F,M,49,O,62,,0,0,1,0,,,,,,,,S,1998,432,0,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,2210.81,2446.51,2008.46,3552.94,8690.57,1661.57,4862.81,25898.33,8452.63,147.96,13899.71
78746,453,Austin,TX,Travis,M,M,49,O,186,2,2,5,3,2,,,,1,,1,Y,S,1991,927,1,1,1,1,1,1,1,,1,1,1,1,,1,,1,,1,1,1,1,,,1,1,,1,,3,2069.48,2536.37,1358.22,3685.05,8201.04,1512.56,5120.07,22791.89,9263.92,109.11,16030.48
91006,37,Arcadia,CA,Los Angeles,F,M,71,N,96,2,31,6,6,0,,,,,,,Y,S,1942,708,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,,1,,1,2297.43,3574.22,1763.28,3311.33,8368.94,1626.05,4598.13,23749.4,8139.44,120.02,13122.91
60091,31,Wilmette,IL,Cook,F,M,60,O,89,2,2,4,3,1,,1,,,,1,Y,S,1957,572,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,1,,1,,1,2729.17,2480.78,2604.68,3087.89,8675.65,2148.71,5973.55,25175.57,8099.34,166.73,15207.73
33480,99,Palm Beach,FL,Palm Beach,F,S,93,K,125,,0,0,1,0,,,,,,,Y,S,1950,0,15,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,1521.87,3169.87,586.91,2573.01,6753.06,906.33,5660.68,17679.24,4449.05,121.87,11719.05
94030,81,Millbrae,CA,San Mateo,M,M,50,O,104,,0,3,3,0,,,,,,,Y,S,1900,999,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,,1,1,,1,,1,1,1,5,2123.68,3003.62,1641.37,3073.21,8101.36,1529.17,4659.27,23198.66,7309.75,116.16,12620.03
90291,37,Venice,CA,Los Angeles,M,S,48,O,255,1,0,1,1,0,,,,,,,Y,S,1999,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,7,1763.48,1507.23,1319.53,2815.16,7388.76,1044.2,3341.01,22513.3,6301.46,118.47,11193.46
91206,37,Glendale,CA,Los Angeles,M,M,68,H,142,4,6,4,2,2,,,,1,1,1,Y,S,1984,955,15,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,,1,1765.44,1949.44,1365.84,2691.71,7044.08,1255.56,4006.6,20940.84,5523.62,109.68,10938.68
92679,59,Trabuco Canyon,CA,Orange,M,M,49,O,213,2,31,6,3,3,,,,1,1,1,Y,S,2000,961,12,,1,1,,1,,,1,,1,1,,1,,,,1,1,1,1,,,1,,,1,,4,2437.57,2655.77,2618.36,3777.26,9672.36,1709.06,5057.53,27600,9793.78,160.98,15703.24
90077,37,Los Angeles,CA,Los Angeles,M,M,56,O,138,,0,5,4,0,,,,,,,Y,S,1924,483,2,,,1,1,1,,,,,1,1,,1,,,,1,1,,1,,,1,,,1,,2,2293.16,3107.94,2131.99,3902.72,8797.21,2220.99,5902.36,27378.82,8954.13,172.25,14434.1
90266,37,Manhattan Beach,CA,Los Angeles,M,M,79,O,120,1,16,7,6,1,,,,,,1,Y,S,1950,999,15,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,1,1,,1,2217.2,2505.68,2047.67,3708.24,8816.78,1723.48,4899.64,26797.75,8831.18,156.04,14177.89
95124,85,San Jose,CA,Santa Clara,F,S,63,L,96,1,30,4,3,1,,,,,,1,Y,S,1963,622,15,1,1,1,1,1,,,1,,1,1,,1,,,,1,1,1,1,,,1,,,1,,3,2058.86,2360.23,1833.32,3288.69,8350.16,1549.74,4719.54,24693.32,7757.91,139.67,13240.08
92354,71,Loma Linda,CA,San Bernardino,,M,65,J,255,3,49,5,3,0,,,,,,,Y,S,2005,825,8,,,,,,,,,,1,1,,1,,,,,1,,1,1,,1,,,1,,1,1915,1905.89,1287.88,2475.37,6921.54,1048.71,3468.21,20112.29,5341.04,93.47,10348.55
33331,11,Southwest Ranches,FL,Broward,,M,55,O,111,,0,4,3,0,,,,,,,Y,S,2004,601,15,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,2044.06,1666.12,715.24,3076.36,8311.23,994.04,4704.24,19950.95,7516.14,92.03,16179.9
92131,73,San Diego,CA,San Diego,,S,47,L,255,,0,5,3,0,,,,,,,Y,S,,413,10,,1,1,,,,,1,,,,,1,,,,,,,,,,,,,1,,1,2463.68,2989.14,2246.95,3922.62,9558.34,1685.62,4896.76,27723.87,10043.6,152.89,15262.67
10583,119,Scarsdale,NY,Westchester,M,M,55,J,250,3,6,3,2,1,,,,1,,1,Y,S,,596,15,1,1,1,,1,,,1,1,,1,1,1,,1,,,1,,,1,,1,,,1,,2,2660.81,2649.67,2766.84,3492.31,8992.19,1775.79,5822.17,27506.03,10345.96,168.16,14765.03
34110,21,Naples,FL,Collier,,S,0,D,30,,0,2,2,0,,,,,,,,S,,107,5,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1414.51,2181.53,551.31,2481.78,6496.28,818.41,4879.35,17247.58,4412.69,99.3,12234.28
94022,85,Los Altos,CA,Santa Clara,,M,50,O,171,,0,6,4,2,1,,,,1,1,Y,S,1988,999,13,,,1,,,,,,,,1,,1,,,,,1,1,,,,1,,,1,,1,2248.95,3493.84,2008.45,3625.76,8450.64,2153.52,5746.14,25895.12,8397.63,158.9,13895.76
89107,3,Las Vegas,NV,Clark,M,M,43,L,93,3,31,9,3,6,,,1,1,,1,Y,S,1988,450,6,,,1,,1,,,,1,1,1,1,1,,1,,1,,,1,,,1,,,1,,8,1463.47,1613.83,891.12,2460.82,6394.53,1182.76,3813.35,16143.5,4486.27,96.93,10968.72
10538,119,Larchmont,NY,Westchester,F,M,33,O,255,,0,4,4,0,,,,,,,Y,S,1933,999,7,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,5,2473.75,2353.5,2580.01,3190.3,8454.44,1611.2,5345.92,26570.72,9573.12,150.54,14254.25
21811,47,Berlin,MD,Worcester,F,S,44,K,109,2,6,2,1,0,,,,,,1,W,S,,520,2,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,10,1318.49,2318.21,821.99,2543.73,6835.65,863.47,4892.66,16627.49,5158.55,118.32,10760.89
1983,9,Topsfield,MA,Essex,F,M,53,O,133,3,2,5,2,3,,,,1,1,1,Y,S,1971,647,13,1,1,,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,1,,3,2209.06,2352.99,2309.85,3971.07,10552.48,2184.8,6054.12,25152.99,10732.69,190.08,14525.16
55902,109,Rochester,MN,Olmsted,M,M,60,O,112,3,0,5,5,0,,,,,,,Y,S,2000,369,13,1,1,1,1,1,,1,1,,1,1,1,1,1,,,1,1,1,1,1,,1,,,1,,1,1688.37,4255.45,1545.53,4472.83,7915.97,1525.96,5983.97,23447.31,7766.04,235.49,15642.13
7931,35,Far Hills,NJ,Somerset,M,M,63,J,255,,0,0,2,0,,,,,,,,S,,902,7,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,2,2691.66,2037.53,4324.23,3460.04,9362.62,3822.02,5483.71,29488.2,9095.97,184.34,15008.37
94040,85,Mountain View,CA,Santa Clara,M,M,46,N,68,,0,5,2,3,,,1,1,,1,Y,S,1954,860,10,,,1,1,1,,,,,1,1,1,1,,,,1,,1,1,,,1,,,1,,6,2128.02,2184.31,1570.45,3006.81,7887.81,1303.56,3930.19,23219.29,7180.09,119.75,12051.7
6896,1,Redding,CT,Fairfield,F,M,55,L,134,3,2,3,3,0,,,,,,,Y,S,1918,638,15,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,7,2373.7,2442.3,5850.9,3908.41,10402.94,2870.55,6210.27,27130.38,9956.22,170.08,13988.54
60025,31,Glenview,IL,Cook,M,M,55,L,100,2,18,4,3,1,,,,,1,1,Y,S,2004,355,8,,,1,,,,,,1,1,,1,1,,1,,,,,1,,,,,,1,,1,2506.25,2145.77,2136.35,2787.15,8074.14,1787.27,5436.62,22920.22,7189.26,144.21,13886.78
94952,97,Petaluma,CA,Sonoma,M,M,56,N,96,1,6,2,2,0,,,,,,,Y,S,1900,607,7,,1,1,,,,,1,,1,1,,1,,,,1,1,,,1,,1,,,1,,2,1917.3,2084.43,1618.57,3107.71,7747.02,1438.47,4364.34,23251.78,6983.7,135.17,12401.42
60565,197,Naperville,IL,Will,,M,51,O,255,2,31,4,3,1,,,,1,,1,Y,S,1940,447,6,1,1,,1,,,,1,,1,1,1,1,1,,,1,,1,1,,,1,,,1,,1,2721.69,1897.62,2690.04,3084.44,8844.29,2016.19,4977.43,23774.22,8287.44,135.54,14020.69
60047,97,Hawthorn Woods,IL,Lake,M,M,61,O,191,2,21,6,5,1,,1,,,,1,Y,S,1988,629,3,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,2712.36,1953.04,2715.54,3119.52,8830.6,1987.88,5114.71,24115.87,8337.92,139.3,14375.95
11753,59,Jericho,NY,Nassau,M,M,27,O,163,2,0,4,3,1,1,,,,,1,Y,S,1958,751,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,,5,2650.78,2713.3,2706.68,3342.43,8684.56,1731.78,5530.17,26832.54,10120.59,155.29,14669.12
2459,17,Newton Center,MA,Middlesex,F,S,77,J,250,1,31,4,4,0,,,,,,,Y,S,1942,0,15,1,1,,1,,,,1,,1,1,,1,,,,1,1,,1,,,1,,,1,,1,2127.28,2325.16,2035.28,3836.08,10119.88,2150.69,5987.9,24447.3,9992.62,188.44,14292.9
11204,47,Brooklyn,NY,Kings,M,,34,E,185,,0,4,4,0,,,,,,,Y,S,,0,15,1,1,,,,,,1,1,,1,,1,,1,,,,,,,,,,,1,,1,1843.25,1551.91,1530.43,2158.81,6342.77,1030.16,3708.13,20489.91,5543.34,96.58,10173.47
35802,89,Huntsville,AL,Madison,M,M,35,N,102,1,6,4,4,0,,,,,,,Y,S,1977,345,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,4,1494.93,2931.67,648.35,2341.68,6408.89,2168.35,4894.54,15314.72,4623.37,106.88,10567.61
92127,73,San Diego,CA,San Diego,F,S,0,O,255,,0,1,1,0,,,,,,,R,S,,0,3,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,1,2410.21,2576.94,1972.94,3604.21,9197.54,1397.67,4421.98,26298.26,9195.46,131.89,14199.91
94121,75,San Francisco,CA,San Francisco,F,M,66,K,255,2,0,3,2,1,,,1,,,1,Y,S,1935,627,15,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,,1,,,1,,,1,,1,2228.79,3220.35,1640.97,3075.21,7964.83,1468.27,4377.56,23220.08,7439.51,116.51,12629.79
95125,85,San Jose,CA,Santa Clara,F,M,34,O,191,1,16,5,4,1,,1,,,,1,Y,S,,894,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,,1,1,1,1,,,1,,,1,,5,1949.8,2128.4,1637.93,3079.54,7801.51,1437.52,4343.52,23532.48,6961.14,132.38,12278.72
91326,37,Porter Ranch,CA,Los Angeles,F,M,53,G,37,1,0,5,3,2,,,,1,1,1,Y,S,1975,364,5,,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,,1,,,1,,,1,,7,2318.38,3279.67,1939.74,3552.38,8568.86,1756.16,5016.87,25297.16,8536.13,142.05,13763.03
7920,35,Basking Ridge,NJ,Somerset,M,M,42,O,255,3,3,4,2,2,1,,1,,,1,Y,S,1951,705,4,,1,1,,1,,,1,,1,1,,1,1,,,,1,1,1,,,,,,1,,5,2791.77,2025.68,4114.05,3470.85,9546.98,3625.38,5296.58,29963.74,9190.8,178.16,15247.13
98053,33,Redmond,WA,King,M,M,23,O,91,,0,4,3,1,,,,,1,1,Y,S,1977,581,15,,,1,1,,,,,,1,1,1,1,,,,1,1,1,1,,,1,,,1,,1,1941.29,3160.08,1530.1,5919.16,11437.23,1873.8,4631.78,26976.61,10001.64,207.14,15324.1
7740,25,Long Branch,NJ,Monmouth,M,S,62,K,74,1,0,4,3,1,,,,,1,1,Y,S,1951,431,15,,1,1,,1,,,1,1,1,1,1,1,1,1,,1,1,,1,,,1,,,1,,2,1888.37,1262.24,2109.16,2240.14,6967.6,1585.03,3839.92,22349.69,5262.9,115.97,10354.97
95014,85,Cupertino,CA,Santa Clara,M,S,44,L,111,1,0,6,2,4,,1,1,,,1,R,S,,802,10,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,10,2369.49,3401.68,1928.55,3486.34,8802.89,1588.1,4586.5,24849.58,8954.04,120.86,13326.18
55359,53,Maple Plain,MN,Hennepin,F,S,40,F,59,,0,0,2,0,,,,,,,,S,,0,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,5,1827.99,4646.5,1954.51,5529.03,8787.42,1990.11,6448.43,25785.38,9006.77,268.77,17244.25
94070,81,San Carlos,CA,San Mateo,M,M,40,L,125,1,16,5,4,1,,,,,,1,Y,S,1946,914,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,,,1,,1,1,,4,2176.12,2673.4,1966.27,3531.72,8678.57,1674.81,4845.9,26110.2,8472.19,145.14,13953.69
90272,37,Pacific Palisades,CA,Los Angeles,F,M,64,O,168,1,6,2,2,0,,,,,,,Y,A,1975,999,7,,,,,,,,,,,1,,1,,,,,,,,,,1,,,1,,1,2201.03,3011.54,2110.83,3729.57,8572.52,2137.44,5696.19,26663.89,8486.94,166.9,14386
